nacchoid,yearsurvey,county_fips,cty_fip_adj,lhd_name,stabrev
NY013,2006,36027,36027,Dutchess County Health Department,NY
NY013,2012,36027,36027,Dutchess County Health Department,NY
NY013,2014,36027,36027,Dutchess County Health Department,NY
NY014,2012,36029,36029,Erie County Department Of Health,NY
NY014,2014,36029,36029,Erie County Department Of Health,NY
NY014,2016,36029,36029,Erie County Department Of Health,NY
NY015,2014,36031,36031,Essex County Public Health Department,NY
NY015,2016,36031,36031,Essex County Public Health Department,NY
NY016,2016,36033,36033,Franklin County Public Health Services,NY
NY022,2014,36045,36045,Jefferson County Public Health Service,NY
NY022,2016,36045,36045,Jefferson County Public Health Service,NY
NY024,2014,36051,36051,Livingston County Department of Health,NY
NY024,2016,36051,36051,Livingston County Department of Health,NY
NY025,2014,36053,36053,Madison County Health Department,NY
NY025,2016,36053,36053,Madison County Health Department,NY
NY026,2006,36055,36055,Monroe County Health Department,NY
NY026,2012,36055,36055,Monroe County Health Department,NY
NY026,2014,36055,36055,Monroe County Health Department,NY
NY026,2016,36055,36055,Monroe County Health Department,NY
NY028,2016,36059,36059,Nassau County Department Of Health,NY
NY029,2006,36061,36061,New York City Department Of Health,NY
NY030,2012,36063,36063,Niagara County Health Department,NY
NY031,2006,36065,36065,Oneida County Health Department,NY
NY031,2012,36065,36065,Oneida County Health Department,NY
NY031,2014,36065,36065,Oneida County Health Department,NY
NY031,2016,36065,36065,Oneida County Health Department,NY
NY032,2006,36067,36067,Onondaga County Health Department,NY
NY032,2012,36067,36067,Onondaga County Health Department,NY
NY032,2014,36067,36067,Onondaga County Health Department,NY
NY032,2016,36067,36067,Onondaga County Health Department,NY
NY060,2016,36071,36071,Orange County Department Of Health,NY
NY036,2014,36075,36075,Oswego County Health Department,NY
NY036,2016,36075,36075,Oswego County Health Department,NY
NY035,2014,36077,36077,Otsego County,NY
NY035,2016,36077,36077,Otsego County,NY
NY037,2014,36079,36079,Putnam County Health Department,NY
NY029,2016,36081,36081,New York City Department Of Health,NY
NY039,2006,36083,36083,Rensselaer County Health Department,NY
NY039,2012,36083,36083,Rensselaer County Health Department,NY
NY039,2014,36083,36083,Rensselaer County Health Department,NY
NY039,2016,36083,36083,Rensselaer County Health Department,NY
NY029,2012,36085,36085,New York City Department Of Health,NY
NY040,2006,36087,36087,Rockland County Health Department,NY
NY040,2012,36087,36087,Rockland County Health Department,NY
NY040,2014,36087,36087,Rockland County Health Department,NY
NY040,2016,36087,36087,Rockland County Health Department,NY
NY047,2014,36089,36089,St Lawerence County Public Health,NY
NY047,2016,36089,36089,St Lawerence County Public Health,NY
NY041,2014,36091,36091,Saratoga County Public Health Nursing Service,NY
NY041,2016,36091,36091,Saratoga County Public Health Nursing Service,NY
NY043,2006,36093,36093,Schenectady County Public Health Services,NY
NY043,2012,36093,36093,Schenectady County Public Health Services,NY
NY046,2014,36099,36099,Seneca County Health Department,NY
NY048,2016,36101,36101,Steuben County Public Health and Nursing Services,NY
NY049,2012,36103,36103,Suffolk County Department Of Health Services,NY
NY049,2014,36103,36103,Suffolk County Department Of Health Services,NY
NY049,2016,36103,36103,Suffolk County Department Of Health Services,NY
NY050,2014,36105,36105,Sullivan County Public Health Services,NY
NY050,2016,36105,36105,Sullivan County Public Health Services,NY
NY056,2016,36117,36117,Wayne County Public Health Service,NY
NY057,2006,36119,36119,Westchester County Department Of Health,NY
NY057,2012,36119,36119,Westchester County Department Of Health,NY
NY057,2014,36119,36119,Westchester County Department Of Health,NY
NY058,2016,36121,36121,Wyoming County Health Department,NY
NY059,2014,36123,36123,Yates County Public Health Department,NY
NY059,2016,36123,36123,Yates County Public Health Department,NY
NC001,2006,37001,37001,Alamance County Health Department,NC
NC001,2012,37001,37001,Alamance County Health Department,NC
NC001,2014,37001,37001,Alamance County Health Department,NC
NC007,2014,37017,37017,Bladen County Health Department,NC
NC007,2016,37017,37017,Bladen County Health Department,NC
NC009,2014,37021,37021,Buncombe County Health Department,NC
NC009,2016,37021,37021,Buncombe County Health Department,NC
NC010,2014,37023,37023,Burke County Health Department,NC
NC010,2016,37023,37023,Burke County Health Department,NC
NC011,2006,37025,37025,Cabarrus Public Health Authority,NC
NC011,2012,37025,37025,Cabarrus Public Health Authority,NC
NC011,2016,37025,37025,Cabarrus Public Health Authority,NC
NC014,2006,37035,37035,Catawba County Department Of Public Health,NC
NC014,2012,37035,37035,Catawba County Department Of Public Health,NC
NC014,2014,37035,37035,Catawba County Department Of Public Health,NC
NC014,2016,37035,37035,Catawba County Department Of Public Health,NC
NC015,2014,37037,37037,Chatham County Public Health Department,NC
NC015,2016,37037,37037,Chatham County Public Health Department,NC
NC020,2014,37049,37049,Craven County Health Department,NC
NC020,2016,37049,37049,Craven County Health Department,NC
NC021,2006,37051,37051,E Newton Smith Public Health Center/ Cumberland County Health Department,NC
NC021,2012,37051,37051,E Newton Smith Public Health Center/ Cumberland County Health Department,NC
NC021,2014,37051,37051,E Newton Smith Public Health Center/ Cumberland County Health Department,NC
NC021,2016,37051,37051,E Newton Smith Public Health Center/ Cumberland County Health Department,NC
NC024,2006,37053,37053,Davidson County Health Department,NC
NC024,2012,37057,37057,Davidson County Health Department,NC
NC024,2014,37057,37057,Davidson County Health Department,NC
NC024,2016,37057,37057,Davidson County Health Department,NC
NC025,2014,37059,37059,Davie County Health Department,NC
NC025,2016,37059,37059,Davie County Health Department,NC
NC027,2006,37063,37063,Durham County Health Department,NC
NC027,2014,37063,37063,Durham County Health Department,NC
NC027,2016,37063,37063,Durham County Health Department,NC
NC028,2014,37065,37065,Edgecombe County Health Department,NC
NC028,2016,37065,37065,Edgecombe County Health Department,NC
NC029,2012,37067,37067,Forsyth County Department Of Public Health,NC
NC030,2014,37069,37069,Franklin County Health Department,NC
NC030,2016,37069,37069,Franklin County Health Department,NC
NC031,2006,37071,37071,Gaston County Health Department,NC
NC031,2012,37071,37071,Gaston County Health Department,NC
NC031,2014,37071,37071,Gaston County Health Department,NC
NC031,2016,37071,37071,Gaston County Health Department,NC
NC089,2014,37075,37075,Graham County Health Department,NC
NC035,2006,37081,37081,Guilford County Department Of Public Health,NC
NC035,2012,37081,37081,Guilford County Department Of Public Health,NC
NC035,2014,37081,37081,Guilford County Department Of Public Health,NC
NC035,2016,37081,37081,Guilford County Department Of Public Health,NC
NC042,2014,37095,37095,Hyde County Health Department,NC
NC043,2006,37097,37097,Iredell County Health Department,NC
NC043,2012,37097,37097,Iredell County Health Department,NC
NC043,2014,37097,37097,Iredell County Health Department,NC
NC043,2016,37097,37097,Iredell County Health Department,NC
NC048,2014,37107,37107,Lenoir County Health Department,NC
NC053,2006,37119,37119,Mecklenburg County Health Department,NC
NC053,2012,37119,37119,Mecklenburg County Health Department,NC
NC053,2014,37119,37119,Mecklenburg County Health Department,NC
NC053,2016,37119,37119,Mecklenburg County Health Department,NC
NC057,2006,37129,37129,New Hanover County Health Department,NC
NC057,2012,37129,37129,New Hanover County Health Department,NC
NC059,2006,37133,37133,Onslow County Health Department,NC
NC059,2012,37133,37133,Onslow County Health Department,NC
NC059,2014,37133,37133,Onslow County Health Department,NC
NC059,2016,37133,37133,Onslow County Health Department,NC
NC060,2006,37135,37135,Orange County Health Department,NC
NC060,2012,37135,37135,Orange County Health Department,NC
NC060,2014,37135,37135,Orange County Health Department,NC
NC060,2016,37135,37135,Orange County Health Department,NC
NC063,2014,37141,37141,Pender County Health Department,NC
NC063,2016,37141,37141,Pender County Health Department,NC
NC065,2016,37147,37147,Pitt County Health Department,NC
NC066,2006,37151,37151,Randolph County Health Department,NC
NC066,2012,37151,37151,Randolph County Health Department,NC
NC066,2014,37151,37151,Randolph County Health Department,NC
NC066,2016,37151,37151,Randolph County Health Department,NC
NC068,2006,37155,37155,Robeson County Health Department,NC
NC068,2012,37155,37155,Robeson County Health Department,NC
NC068,2014,37155,37155,Robeson County Health Department,NC
NC068,2016,37155,37155,Robeson County Health Department,NC
NC070,2006,37159,37159,Rowan County Health Department,NC
NC070,2014,37159,37159,Rowan County Health Department,NC
NC071,2014,37161,37161,Rutherford-Polk-Mcdowell Dist Health Department,NC
NC071,2016,37161,37161,Rutherford-Polk-Mcdowell Dist Health Department,NC
NC076,2016,37171,37171,Surry County Health & Nutrition Center,NC
NC080,2006,37179,37179,Union County Health Department,NC
NC080,2012,37179,37179,Union County Health Department,NC
NC080,2016,37179,37179,Union County Health Department,NC
NC081,2014,37183,37183,Wake County Human Services,NC
NC083,2006,37191,37191,Wayne County Health Department,NC
NC083,2012,37191,37191,Wayne County Health Department,NC
NC083,2016,37191,37191,Wayne County Health Department,NC
NC084,2014,37193,37193,Wilkes County Health Department,NC
NC084,2016,37193,37193,Wilkes County Health Department,NC
NC078,2014,37199,37199,Toe River District,NC
NC078,2016,37199,37199,Toe River District,NC
ND003,2014,38003,38003,City-County Health Department,ND
ND003,2016,38003,38003,City-County Health Department,ND
ND006,2006,38017,38017,Fargo Cass Public Health,ND
ND006,2012,38017,38017,Fargo Cass Public Health,ND
ND006,2014,38017,38017,Fargo Cass Public Health,ND
ND006,2016,38017,38017,Fargo Cass Public Health,ND
ND024,2014,38019,38019,Cavalier County Health District,ND
ND024,2016,38019,38019,Cavalier County Health District,ND
ND005,2014,38029,38029,Emmons County Public Health,ND
ND005,2016,38029,38029,Emmons County Public Health,ND
ND009,2014,38035,38035,Grand Forks Public Health,ND
ND018,2016,38089,38089,Southwestern District Health Unit,ND
OH003,2006,39003,39003,Allen County Combined Health District,OH
OH003,2014,39003,39003,Allen County Combined Health District,OH
OH003,2016,39003,39003,Allen County Combined Health District,OH
OH008,2014,39009,39009,Athens County Health Department,OH
OH008,2016,39009,39009,Athens County Health Department,OH
OH024,2016,39021,39021,Champaign County Health District,OH
OH027,2006,39023,39023,Clark County Combined Health District,OH
OH027,2012,39023,39023,Clark County Combined Health District,OH
OH027,2014,39023,39023,Clark County Combined Health District,OH
OH027,2016,39023,39023,Clark County Combined Health District,OH
OH028,2006,39025,39025,Clermont County General Health District,OH
OH028,2012,39025,39025,Clermont County General Health District,OH
OH028,2014,39025,39025,Clermont County General Health District,OH
OH028,2016,39025,39025,Clermont County General Health District,OH
OH031,2006,39027,39027,Clinton County Health Department,OH
OH031,2016,39027,39027,Clinton County Health Department,OH
OH029,2006,39035,39035,City Of Cleveland Department Of Public Health,OH
OH029,2012,39035,39035,City Of Cleveland Department Of Public Health,OH
OH029,2014,39035,39035,City Of Cleveland Department Of Public Health,OH
OH029,2016,39035,39035,City Of Cleveland Department Of Public Health,OH
OH037,2006,39035,39035,Cuyahoga County District Board Of Health,OH
OH037,2012,39035,39035,Cuyahoga County District Board Of Health,OH
OH037,2014,39035,39035,Cuyahoga County District Board Of Health,OH
OH037,2016,39035,39035,Cuyahoga County District Board Of Health,OH
OH038,2014,39037,39037,Darke County Health District,OH
OH038,2016,39037,39037,Darke County Health District,OH
OH045,2014,39043,39043,Erie County Health District,OH
OH045,2016,39043,39043,Erie County Health District,OH
OH033,2006,39049,39049,Columbus Health Department,OH
OH033,2012,39049,39049,Columbus Health Department,OH
OH033,2014,39049,39049,Columbus Health Department,OH
OH033,2016,39049,39049,Columbus Health Department,OH
OH049,2014,39049,39049,Franklin County Health Department,OH
OH057,2014,39057,39057,Greene County Combined Health District,OH
OH057,2016,39057,39057,Greene County Combined Health District,OH
OH025,2016,39061,39061,The Cincinnati Health Department,OH
OH060,2012,39061,39061,Hamilton County General Health District,OH
OH060,2014,39061,39061,Hamilton County General Health District,OH
OH073,2014,39083,39083,Knox County Health District,OH
OH073,2016,39083,39083,Knox County Health District,OH
OH074,2012,39085,39085,Lake County General Health District,OH
OH074,2014,39085,39085,Lake County General Health District,OH
OH074,2016,39085,39085,Lake County General Health District,OH
OH068,2016,39087,39087,,OH
OH044,2014,39093,39093,Elyria City Health Department,OH
OH044,2016,39093,39093,Elyria City Health Department,OH
OH082,2006,39093,39093,Lorain County Health Department,OH
OH082,2012,39093,39093,Lorain County Health Department,OH
OH082,2014,39093,39093,Lorain County Health Department,OH
OH083,2012,39095,39095,Lucas County Health Department,OH
OH083,2016,39095,39095,Lucas County Health Department,OH
OH085,2006,39099,39099,Mahoning County Board Of Health,OH
OH085,2012,39099,39099,Mahoning County Board Of Health,OH
OH085,2014,39099,39099,Mahoning County Board Of Health,OH
OH085,2016,39099,39099,Mahoning County Board Of Health,OH
OH157,2014,39101,39101,Marion County Health Department,OH
OH157,2016,39101,39101,Marion County Health Department,OH
OH092,2006,39103,39103,Medina County Health Department,OH
OH092,2014,39103,39103,Medina County Health Department,OH
OH092,2016,39103,39103,Medina County Health Department,OH
OH099,2014,39113,39113,Combined Health District Of Montgomery County Ohio,OH
OH153,2014,39119,39119,Zanesville-Muskingum County Health Department,OH
OH153,2016,39119,39119,Zanesville-Muskingum County Health Department,OH
OH115,2012,39133,39133,Portage County Combined General Health District,OH
OH115,2014,39133,39133,Portage County Combined General Health District,OH
OH115,2016,39133,39133,Portage County Combined General Health District,OH
OH128,2016,39139,39139,Shelby City Health Department,OH
OH132,2006,39151,39151,Stark County Health Department,OH
OH132,2012,39151,39151,Stark County Health Department,OH
OH132,2014,39151,39151,Stark County Health Department,OH
OH002,2006,39153,39153,,OH
OH135,2006,39153,39153,Summit County General Health District,OH
OH135,2012,39153,39153,Summit County General Health District,OH
OH135,2014,39153,39153,Summit County General Health District,OH
OH135,2016,39153,39153,,
OH136,2014,39153,39153,Summit County Health Department,OH
OH139,2016,39155,39155,Trumbull County Health Department,OH
OH145,2006,39165,39165,Warren County Combined Health District,OH
OH145,2012,39165,39165,Warren County Combined Health District,OH
OH145,2014,39165,39165,Warren County Combined Health District,OH
OH145,2016,39165,39165,Warren County Combined Health District,OH
OH015,2016,39167,39167,Belpre City Health Department,OH
OH149,2014,39171,39171,Williams County Health District,OH
OH149,2016,39171,39171,Williams County Health District,OH
OH150,2006,39173,39173,Wood County Health Department,OH
OH150,2012,39173,39173,Wood County Health Department,OH
OH150,2014,39173,39173,Wood County Health Department,OH
OH150,2016,39173,39173,Wood County Health Department,OH
OK004,2014,40007,40007,Beaver County Health Department,OK
OK004,2016,40007,40007,Beaver County Health Department,OK
OK006,2014,40011,40011,Blaine County Health Department,OK
OK006,2016,40011,40011,Blaine County Health Department,OK
OK014,2006,40027,40027,Cleveland County Health Department,OK
OK014,2012,40027,40027,Cleveland County Health Department,OK
OK016,2016,40031,40031,Comanche County Health Department,OK
OK019,2014,40037,40037,Creek County Health Department,OK
OK019,2016,40037,40037,Creek County Health Department,OK
OK024,2016,40047,40047,Garfield County Health Department,OK
OK028,2014,40055,40055,Greer County Health Department,OK
OK053,2014,40059,40059,Harper County Health Department,OK
OK053,2016,40059,40059,Harper County Health Department,OK
OK037,2014,40073,40073,Kingfisher County Health Department,OK
OK037,2016,40073,40073,Kingfisher County Health Department,OK
OK040,2016,40079,40079,LeFlore County Health Department,OK
OK044,2016,40093,40093,Major County Health Department,OK
OK055,2014,40109,40109,City-County Health Department Of Oklahoma County,OK
OK055,2016,40109,40109,City-County Health Department Of Oklahoma County,OK
OK060,2014,40119,40119,Payne County Health Department,OK
OK060,2016,40119,40119,Payne County Health Department,OK
OK071,2016,40141,40141,Tillman County Health Department,OK
OK072,2006,40143,40143,Tulsa City-County Health Department,OK
OK072,2012,40143,40143,Tulsa City-County Health Department,OK
OK072,2014,40143,40143,Tulsa City-County Health Department,OK
OK072,2016,40143,40143,Tulsa City-County Health Department,OK
OK074,2016,40147,40147,Washington County Health Department,OK
OK076,2016,40151,40151,Woods County Health Department,OK
OR001,2014,41001,41001,Baker County Health Department,OR
OR001,2016,41001,41001,Baker County Health Department,OR
OR002,2014,41003,41003,Benton County Health Department,OR
OR002,2016,41003,41003,Benton County Health Department,OR
OR003,2006,41005,41005,Clackamas County Public Health Division,OR
OR003,2012,41005,41005,Clackamas County Public Health Division,OR
OR003,2014,41005,41005,Clackamas County Public Health Division,OR
OR003,2016,41005,41005,Clackamas County Public Health Division,OR
OR004,2014,41007,41007,Clatsop County Department of Public Health,OR
OR004,2016,41007,41007,Clatsop County Department of Public Health,OR
OR006,2014,41011,41011,Coos County Health Department,OR
OR006,2016,41011,41011,Coos County Health Department,OR
OR010,2014,41019,41019,Douglas County Health and Social Services,OR
OR010,2016,41019,41019,Douglas County Health and Social Services,OR
OR014,2014,41027,41027,Hood River County Health Department,OR
OR014,2016,41027,41027,Hood River County Health Department,OR
OR035,2016,41029,41029,Jackson County Health Department,OR
OR016,2014,41033,41033,Josephine County Public Health Department,OR
OR017,2016,41035,41035,Klamath County Department of Public Health,OR
OR019,2006,41039,41039,Lane County Public Health Services,OR
OR019,2016,41039,41039,Lane County Public Health Services,OR
OR021,2014,41043,41043,Linn County Department Of Health Services Public Health Programs,OR
OR021,2016,41043,41043,Linn County Department Of Health Services Public Health Programs,OR
OR034,2016,41045,41045,Malheur County Health Department,OR
OR022,2012,41047,41047,Marion County Health Department,OR
OR024,2012,41051,41051,Multnomah County Health Department,OR
OR024,2016,41051,41051,Multnomah County Health Department,OR
OR025,2016,41053,41053,Polk County Public Health,OR
OR027,2016,41059,41059,Umatilla County Public Health Department,OR
OR030,2014,41065,41065,North Central Public Health District,OR
OR030,2016,41065,41065,North Central Public Health District,OR
OR031,2006,41067,41067,Washington County Health & Human Svcs,OR
OR031,2014,41067,41067,Washington County Health & Human Svcs,OR
OR031,2016,41067,41067,Washington County Health & Human Svcs,OR
PA001,2014,42003,42003,Allegheny County Health Department,PA
PA001,2016,42003,42003,Allegheny County Health Department,PA
PA004,2006,42017,42017,Bucks County Health Department,PA
PA005,2006,42029,42029,Chester County Health Department,PA
PA005,2012,42029,42029,Chester County Health Department,PA
PA005,2014,42029,42029,Chester County Health Department,PA
PA007,2006,42049,42049,Erie County Department Of Health,PA
PA007,2012,42049,42049,Erie County Department Of Health,PA
PA007,2014,42049,42049,Erie County Department Of Health,PA
PA007,2016,42049,42049,Erie County Department Of Health,PA
PA002,2006,42077,42077,Allentown Health Bureau,PA
PA002,2012,42077,42077,Allentown Health Bureau,PA
PA002,2014,42077,42077,Allentown Health Bureau,PA
PA002,2016,42077,42077,Allentown Health Bureau,PA
PA012,2006,42091,42091,Montgomery County Health Department,PA
PA012,2012,42091,42091,Montgomery County Health Department,PA
PA012,2016,42091,42091,Montgomery County Health Department,PA
PA003,2016,42095,42095,Bethlehem City Bureau of Health,PA
PA016,2014,42101,42101,Philadelphia Department Of Public Health,PA
PA016,2016,42101,42101,Philadelphia Department Of Public Health,PA
SC007,2006,45013,45013,Region 8 Health District,SC
SC005,2014,45017,45017,Edisto Health District,SC
SC014,2006,45019,45019,Region 7 Health District,SC
SC014,2016,45019,45019,Region 7 Health District,SC
SC014,2012,45035,45035,Region 7 Health District,SC
SC010,2014,45041,45041,"Region 4 Health District, Florence county",SC
SC010,2016,45041,45041,"Region 4 Health District, Florence county",SC
SC003,2006,45045,45045,Public Health Region 2,SC
SC003,2012,45045,45045,Public Health Region 2,SC
SC003,2014,45045,45045,Public Health Region 2,SC
SC019,2014,45057,45057,Lancaster Health Department (formerly Catawba Public Health District),SC
SC009,2006,45063,45063,Region 3 Public Health Office,SC
SC009,2012,45063,45063,Region 3 Public Health Office,SC
SC009,2016,45063,45063,Region 3 Public Health Office,SC
SC001,2006,45065,45065,Region 1 Public Health Office,SC
SC020,2006,45085,45085,"Region 4 Health District, Sumter",SC
SC002,2006,45087,45087,Appalachia II Public Health District,SC
SC002,2016,45087,45087,Appalachia II Public Health District,SC
SC016,2012,45089,45089,Region 6 Health District,SC
SD006,2014,46099,46099,Sioux Falls City Health Department,SD
SD006,2016,46099,46099,Sioux Falls City Health Department,SD
TN001,2014,47001,47001,Anderson County Health Department,TN
TN001,2016,47001,47001,Anderson County Health Department,TN
TN020,2006,47037,47037,Nashville Davidson County Health Department,TN
TN020,2012,47037,47037,Nashville Davidson County Health Department,TN
TN020,2014,47037,47037,Nashville Davidson County Health Department,TN
TN020,2016,47037,47037,Nashville Davidson County Health Department,TN
TN023,2014,47043,47043,Dickson County Health Department,TN
TN035,2014,47061,47061,Grundy County Health Department,TN
TN011,2006,47065,47065,Chattanooga-Hamilton County Health Department,TN
TN051,2006,47093,47093,Knox County Health Department,TN
TN051,2012,47093,47093,Knox County Health Department,TN
TN051,2014,47093,47093,Knox County Health Department,TN
TN051,2016,47093,47093,Knox County Health Department,TN
TN078,2014,47145,47145,Roane County Health Department,TN
TN078,2016,47145,47145,Roane County Health Department,TN
TN082,2014,47151,47151,Scott County Health Department,TN
TN082,2016,47151,47151,Scott County Health Department,TN
TN066,2016,47157,47157,Memphis & Shelby County Health Department,TN
TN089,2014,47167,47167,Tipton County Health Department,TN
TX010,2014,48027,48027,Bell County Public Health District,TX
TX171,2006,48029,48029,San Antonio Metropolitan Health District,TX
TX171,2012,48029,48029,San Antonio Metropolitan Health District,TX
TX171,2014,48029,48029,San Antonio Metropolitan Health District,TX
TX171,2016,48029,48029,San Antonio Metropolitan Health District,TX
TX112,2006,48041,48041,Brazos County Health District,TX
TX112,2012,48041,48041,Brazos County Health District,TX
TX112,2014,48041,48041,Brazos County Health District,TX
TX112,2016,48041,48041,Brazos County Health District,TX
TX113,2014,48049,48049,Brownwood-Brown County Health Department,TX
TX114,2014,48057,48057,Calhoun County Health Department,TX
TX115,2014,48061,48061,Cameron County Health Department,TX
TX115,2016,48061,48061,Cameron County Health Department,TX
TX120,2014,48073,48073,Cherokee County Health Department,TX
TX120,2016,48073,48073,Cherokee County Health Department,TX
TX122,2006,48085,48085,Collin County Health Care Services,TX
TX122,2012,48085,48085,Collin County Health Care Services,TX
TX122,2014,48085,48085,Collin County Health Care Services,TX
TX128,2016,48085,48085,City Of Dallas Environmental And Health Services,TX
TX131,2006,48121,48121,Denton County Health Department,TX
TX131,2012,48121,48121,Denton County Health Department,TX
TX131,2014,48121,48121,Denton County Health Department,TX
TX131,2016,48121,48121,Denton County Health Department,TX
TX136,2014,48121,48121,City Of Fort Worth Public Health Department,TX
TX133,2006,48135,48135,Ector County Health Department,TX
TX133,2012,48135,48135,Ector County Health Department,TX
TX133,2014,48135,48135,Ector County Health Department,TX
TX133,2016,48135,48135,Ector County Health Department,TX
TX139,2014,48139,48139,City Of Grand Prairie Environmental Services Department,TX
TX139,2016,48139,48139,City Of Grand Prairie Environmental Services Department,TX
TX135,2016,48157,48157,Fort Bend County Health Department,TX
TX137,2006,48167,48167,Galveston County Health District,TX
TX137,2016,48167,48167,Galveston County Health District,TX
TX143,2016,48199,48199,Hardin County Health Department,TX
TX144,2016,48201,48201,Harris County Health Department,TX
TX146,2014,48201,48201,Houston Department Of Health And Human Services,TX
TX146,2016,48201,48201,Houston Department Of Health And Human Services,TX
TX009,2016,48245,48245,Beaumont Public Health Department,TX
TX168,2016,48245,48245,Port Arthur City Health Department,TX
TX155,2012,48303,48303,City Of Lubbock Health Department,TX
TX155,2016,48303,48303,City Of Lubbock Health Department,TX
TX183,2006,48309,48309,Waco-Mclennan County Public Health District,TX
TX183,2012,48309,48309,Waco-Mclennan County Public Health District,TX
TX183,2016,48309,48309,Waco-Mclennan County Public Health District,TX
TX160,2014,48329,48329,Midland Health Department,TX
TX125,2006,48355,48355,Corpus Christi-Nueces County Public Health District,TX
TX125,2012,48355,48355,Corpus Christi-Nueces County Public Health District,TX
TX125,2016,48355,48355,Corpus Christi-Nueces County Public Health District,TX
TX189,2014,48375,48375,Amarillo Bi-City County Health District,TX
TX189,2016,48375,48375,Amarillo Bi-City County Health District,TX
TX179,2014,48423,48423,Smith County Public Health District,TX
TX179,2016,48423,48423,Smith County Public Health District,TX
TX136,2006,48439,48439,City Of Fort Worth Public Health Department,TX
TX170,2014,48451,48451,San Angelo-Tom Green County Health Department,TX
TX170,2016,48451,48451,San Angelo-Tom Green County Health Department,TX
TX007,2012,48453,48453,Austin/Travis County Health & Human Services Department,TX
TX007,2014,48453,48453,Austin/Travis County Health & Human Services Department,TX
TX007,2016,48453,48453,Austin/Travis County Health & Human Services Department,TX
TX182,2014,48469,48469,Victoria City-County Health Department,TX
TX182,2016,48469,48469,Victoria City-County Health Department,TX
TX153,2014,48479,48479,City Of Laredo/Webb County Health Department,TX
TX153,2016,48479,48479,City Of Laredo/Webb County Health Department,TX
TX184,2006,48485,48485,Wichita Falls-Wichita County Public Health District,TX
TX184,2012,48485,48485,Wichita Falls-Wichita County Public Health District,TX
TX184,2014,48485,48485,Wichita Falls-Wichita County Public Health District,TX
TX184,2016,48485,48485,Wichita Falls-Wichita County Public Health District,TX
TX185,2016,48491,48491,Williamson County & Cities Health District,TX
TX136,2012,48497,48497,City Of Fort Worth Public Health Department,TX
UT012,2006,49029,49029,Weber-Morgan Health Department,UT
UT012,2014,49029,49029,Weber-Morgan Health Department,UT
UT012,2016,49029,49029,Weber-Morgan Health Department,UT
UT006,2014,49035,49035,Salt Lake City-County Health Department,UT
UT006,2016,49035,49035,Salt Lake City-County Health Department,UT
UT009,2014,49045,49045,Tooele County Health Department,UT
UT009,2016,49045,49045,Tooele County Health Department,UT
UT010,2014,49047,49047,TriCounty Health,UT
UT010,2016,49047,49047,TriCounty Health,UT
UT003,2012,49049,49049,Utah County Health Department,UT
UT003,2014,49049,49049,Utah County Health Department,UT
UT003,2016,49049,49049,Utah County Health Department,UT
UT007,2012,49053,49053,Southwest Utah Public Health Department,UT
UT007,2014,49053,49053,Southwest Utah Public Health Department,UT
VT005,2014,50007,50007,Burlington District Office/Vermont Department Health,VT
VT005,2016,50007,50007,Burlington District Office/Vermont Department Health,VT
VA008,2014,51013,51013,Arlington Department Of Human Services,VA
VA117,2014,51087,51087,Henrico County Health Department,VA
VA057,2006,51107,51107,Loudoun Health District,VA
VA057,2012,51107,51107,Loudoun Health District,VA
VA057,2014,51107,51107,Loudoun Health District,VA
VA057,2016,51107,51107,Loudoun Health District,VA
VA045,2014,51127,51127,Hanover Health District/ Chickahominy Health District,VA
VA045,2016,51127,51127,Hanover Health District/ Chickahominy Health District,VA
VA085,2014,51157,51157,Rappahannock-Rapidan Health District,VA
VA085,2016,51157,51157,Rappahannock-Rapidan Health District,VA
VA031,2014,51185,51185,Cumberland Plateau Health District,VA
VA031,2016,51185,51185,Cumberland Plateau Health District,VA
VA114,2014,51193,51193,Three Rivers Health District,VA
VA114,2016,51193,51193,Three Rivers Health District,VA
VA134,2016,51540,51540,Thomas Jefferson Health District,VA
VA025,2006,51550,51550,Chesapeake Health District,VA
VA025,2016,51550,51550,Chesapeake Health District,VA
VA026,2016,51570,51570,Chesterfield Health District,VA
VA077,2016,51590,51590,Pittsylvania Danville Health District,VA
VA036,2006,51610,51610,Fairfax County Health Department,VA
VA036,2012,51610,51610,Fairfax County Health Department,VA
VA036,2016,51610,51610,Fairfax County Health Department,VA
VA084,2014,51630,51630,Rappahannock Area Health District,VA
VA084,2016,51630,51630,Rappahannock Area Health District,VA
VA131,2016,51640,51640,Mt Rogers Health District,VA
VA052,2012,51650,51650,Hampton Health District,ZZ
VA052,2016,51650,51650,Hampton Health District,VA
VA128,2014,51680,51680,Central Virginia Health District,VA
VA082,2012,51685,51685,Prince William Health District,VA
VA082,2016,51685,51685,Prince William Health District,VA
VA135,2016,51690,51690,West Piedmont Health District,VA
VA132,2006,51700,51700,Peninsula Health District-Virginia Department Of Health,VA
VA132,2012,51700,51700,Peninsula Health District-Virginia Department Of Health,VA
VA069,2016,51710,51710,Norfolk Department Of Public Health,VA
VA129,2006,51730,51730,Crater Health District,VA
VA129,2012,51730,51730,Crater Health District,VA
VA078,2012,51740,51740,Portsmouth Health Department,VA
VA078,2014,51740,51740,Portsmouth Health Department,VA
VA078,2016,51740,51740,Portsmouth Health Department,VA
VA065,2016,51750,51750,New River Health District,VA
VA086,2012,51760,51760,City Of Richmond Health District,VA
